time, WVHT, MWD, DPD
  UTC , m, deg, s
06-Jun-2023 03:30:00, 0.4, 79, 3.96
06-Jun-2023 03:40:00, 0.4, 80, 4.18
06-Jun-2023 03:50:00, 0.4, 81, 3.39
06-Jun-2023 04:00:00, 0.4, 87, 4.15
06-Jun-2023 04:10:00, 0.4, 88, 3.67
06-Jun-2023 04:20:00, 0.4, 87, 4.12
06-Jun-2023 04:30:00, 0.3, 78, 4.15
06-Jun-2023 04:40:00, 0.3, 68, 4.50
06-Jun-2023 04:50:00, 0.4, 57, 4.18
06-Jun-2023 05:00:00, 0.3, 50, 4.33
06-Jun-2023 05:10:00, 0.3, 54, 3.99
06-Jun-2023 05:20:00, 0.3, 60, 4.21
06-Jun-2023 05:30:00, 0.3, 70, 4.27
06-Jun-2023 05:40:00, 0.3, 82, 4.01
06-Jun-2023 05:50:00, 0.3, 85, 4.24
06-Jun-2023 06:00:00, 0.3, 88, 4.15
06-Jun-2023 06:10:00, 0.3, 88, 4.12
06-Jun-2023 06:20:00, 0.3, 82, 4.07
06-Jun-2023 06:30:00, 0.3, 74, 4.07
06-Jun-2023 06:40:00, 0.4, 63, 3.99
06-Jun-2023 06:50:00, 0.3, 61, 3.78
06-Jun-2023 07:00:00, 0.4, 65, 3.91
06-Jun-2023 07:10:00, 0.3, 64, 2.63
06-Jun-2023 07:20:00, 0.4, 58, 4.18
06-Jun-2023 07:30:00, 0.4, 59, 4.18
06-Jun-2023 07:40:00, 0.4, 66, 2.54
06-Jun-2023 07:50:00, 0.4, 73, 2.80
06-Jun-2023 08:00:00, 0.4, 74, 2.65
06-Jun-2023 08:10:00, 0.5, 71, 2.69
06-Jun-2023 08:20:00, 0.5, 72, 3.14
06-Jun-2023 08:30:00, 0.5, 72, 3.02
06-Jun-2023 08:40:00, 0.5, 70, 3.16
06-Jun-2023 08:50:00, 0.5, 67, 3.49
06-Jun-2023 09:00:00, 0.5, 70, 3.30
06-Jun-2023 09:10:00, 0.5, 77, 3.03
06-Jun-2023 09:20:00, 0.4, 78, 3.13
06-Jun-2023 09:30:00, 0.4, 74, 3.09
06-Jun-2023 09:40:00, 0.4, 75, 3.05
06-Jun-2023 09:50:00, 0.5, 79, 2.97
06-Jun-2023 10:00:00, 0.4, 79, 3.41
06-Jun-2023 10:10:00, 0.4, 74, 3.13
06-Jun-2023 10:20:00, 0.5, 72, 3.38
06-Jun-2023 10:30:00, 0.5, 71, 3.16
06-Jun-2023 10:40:00, 0.5, 70, 3.05
06-Jun-2023 10:50:00, 0.5, 69, 2.94
06-Jun-2023 11:00:00, 0.5, 73, 3.16
06-Jun-2023 11:10:00, 0.5, 74, 3.32
06-Jun-2023 11:20:00, 0.5, 73, 3.08
06-Jun-2023 11:30:00, 0.5, 72, 3.45
06-Jun-2023 11:40:00, 0.5, 68, 3.32
06-Jun-2023 11:50:00, 0.5, 61, 3.18
06-Jun-2023 12:00:00, 0.5, 56, 3.05
06-Jun-2023 12:10:00, 0.5, 59, 3.21
06-Jun-2023 12:20:00, 0.5, 60, 3.60
06-Jun-2023 12:30:00, 0.5, 56, 3.30
06-Jun-2023 12:40:00, 0.6, 59, 3.54
06-Jun-2023 12:50:00, 0.5, 65, 3.05
06-Jun-2023 13:00:00, 0.5, 67, 3.38
06-Jun-2023 13:10:00, 0.5, 70, 3.64
06-Jun-2023 13:20:00, 0.5, 72, 3.19
06-Jun-2023 13:30:00, 0.5, 71, 3.43
06-Jun-2023 13:40:00, 0.5, 73, 3.54
06-Jun-2023 13:50:00, 0.5, 77, 3.58
06-Jun-2023 14:00:00, 0.5, 80, 3.78
06-Jun-2023 14:10:00, 0.5, 82, 3.18
06-Jun-2023 14:20:00, 0.5, 81, 3.35
06-Jun-2023 14:30:00, 0.5, 80, 3.41
06-Jun-2023 14:40:00, 0.5, 77, 3.49
06-Jun-2023 14:50:00, 0.5, 73, 3.38
06-Jun-2023 15:00:00, 0.5, 72, 3.45
06-Jun-2023 15:10:00, 0.6, 75, 3.32
06-Jun-2023 15:20:00, 0.6, 76, 3.14
06-Jun-2023 15:30:00, 0.6, 74, 3.30
06-Jun-2023 15:40:00, 0.6, 74, 3.32
06-Jun-2023 15:50:00, 0.5, 78, 3.25
06-Jun-2023 16:00:00, 0.6, 75, 3.60
06-Jun-2023 16:10:00, 0.5, 69, 3.56
06-Jun-2023 16:20:00, 0.7, 70, 3.56
06-Jun-2023 16:30:00, 0.7, 68, 3.76
06-Jun-2023 16:40:00, 0.6, 69, 3.54
06-Jun-2023 16:50:00, 0.7, 69, 3.54
06-Jun-2023 17:00:00, 0.7, 67, 3.43
06-Jun-2023 17:10:00, 0.7, 66, 3.71
06-Jun-2023 17:20:00, 0.7, 64, 3.67
06-Jun-2023 17:30:00, 0.7, 58, 3.73
06-Jun-2023 17:40:00, 0.7, 56, 3.93
06-Jun-2023 17:50:00, 0.7, 63, 3.69
06-Jun-2023 18:00:00, 0.8, 66, 4.01
06-Jun-2023 18:10:00, 0.7, 65, 3.99
06-Jun-2023 18:20:00, 0.6, 69, 3.88
06-Jun-2023 18:30:00, 0.7, 73, 3.86
06-Jun-2023 18:40:00, 0.8, 75, 3.93
06-Jun-2023 18:50:00, 0.8, 72, 3.96
06-Jun-2023 19:00:00, 0.7, 71, 3.91
06-Jun-2023 19:10:00, 0.8, 70, 3.71
06-Jun-2023 19:20:00, 0.8, 70, 4.10
06-Jun-2023 19:30:00, 0.9, 77, 3.62
06-Jun-2023 19:40:00, 0.9, 75, 4.01
06-Jun-2023 19:50:00, 0.8, 70, 3.86
06-Jun-2023 20:00:00, 0.8, 71, 4.12
06-Jun-2023 20:10:00, 0.8, 73, 4.18
06-Jun-2023 20:20:00, 0.8, 78, 3.99
06-Jun-2023 20:30:00, 0.8, 80, 4.37
06-Jun-2023 20:40:00, 0.8, 72, 3.91
06-Jun-2023 20:50:00, 0.8, 66, 4.07
06-Jun-2023 21:00:00, 0.9, 67, 4.15
06-Jun-2023 21:10:00, 0.8, 69, 3.99
06-Jun-2023 21:20:00, 0.9, 71, 4.21
06-Jun-2023 21:30:00, 0.8, 76, 3.86
06-Jun-2023 21:40:00, 0.8, 82, 4.24
06-Jun-2023 21:50:00, 0.8, 83, 3.78
06-Jun-2023 22:00:00, 0.8, 81, 3.81
06-Jun-2023 22:10:00, 0.8, 80, 3.81
06-Jun-2023 22:20:00, 0.8, 79, 3.81
06-Jun-2023 22:30:00, 0.7, 78, 4.18
06-Jun-2023 22:40:00, 0.7, 76, 3.96
06-Jun-2023 22:50:00, 0.7, 78, 4.18
06-Jun-2023 23:00:00, 0.7, 80, 3.76
06-Jun-2023 23:10:00, 0.8, 72, 4.18
06-Jun-2023 23:20:00, 0.7, 71, 3.86
06-Jun-2023 23:30:00, 0.7, 74, 4.04
06-Jun-2023 23:40:00, 0.7, 74, 3.88
06-Jun-2023 23:50:00, 0.7, 66, 3.67
07-Jun-2023 00:00:00, 0.7, 68, 3.99
07-Jun-2023 00:10:00, 0.7, 70, 3.76
07-Jun-2023 00:20:00, 0.7, 75, 4.01
07-Jun-2023 00:30:00, 0.7, 73, 3.78
07-Jun-2023 00:40:00, 0.6, 61, 4.12
07-Jun-2023 00:50:00, 0.6, 53, 3.54
07-Jun-2023 01:00:00, 0.6, 59, 3.76
07-Jun-2023 01:10:00, 0.7, 71, 3.60
07-Jun-2023 01:20:00, 0.7, 82, 3.67
07-Jun-2023 01:30:00, 0.7, 86, 3.54
07-Jun-2023 01:40:00, 0.7, 85, 3.69
07-Jun-2023 01:50:00, 0.7, 84, 3.60
07-Jun-2023 02:00:00, 0.8, 84, 4.12
07-Jun-2023 02:10:00, 0.7, 80, 3.96
07-Jun-2023 02:20:00, 0.7, 78, 4.04
07-Jun-2023 02:30:00, 0.7, 79, 3.91
07-Jun-2023 02:40:00, 0.6, 77, 3.78
07-Jun-2023 02:50:00, 0.6, 82, 3.54
07-Jun-2023 03:00:00, 0.6, 79, 4.04
07-Jun-2023 03:10:00, 0.6, 77, 3.91
07-Jun-2023 03:20:00, 0.6, 83, 4.01
07-Jun-2023 03:30:00, 0.6, 90, 4.27
07-Jun-2023 03:40:00, 0.5, 100, 3.88
07-Jun-2023 03:50:00, 0.5, 104, 3.93
07-Jun-2023 04:00:00, 0.5, 98, 4.27
07-Jun-2023 04:10:00, 0.5, 92, 3.05
07-Jun-2023 04:20:00, 0.4, 83, 3.60
07-Jun-2023 04:30:00, 0.4, 88, 3.45
07-Jun-2023 04:40:00, 0.4, 95, 4.01
07-Jun-2023 04:50:00, 0.4, 97, 3.51
07-Jun-2023 05:00:00, 0.4, 89, 3.30
07-Jun-2023 05:10:00, 0.3, 88, 4.01
07-Jun-2023 05:20:00, 0.4, 91, 3.60
07-Jun-2023 05:30:00, 0.3, 94, 3.28
07-Jun-2023 05:40:00, 0.3, 91, 3.32
07-Jun-2023 05:50:00, 0.3, 84, 3.28
07-Jun-2023 06:00:00, 0.3, 83, 3.38
07-Jun-2023 06:10:00, 0.4, 80, 3.19
07-Jun-2023 06:20:00, 0.4, 63, 2.81
07-Jun-2023 06:30:00, 0.4, 63, 2.90
07-Jun-2023 06:40:00, 0.3, 67, 2.65
07-Jun-2023 06:50:00, 0.3, 76, 2.70
07-Jun-2023 07:00:00, 0.3, 85, 2.63
07-Jun-2023 07:10:00, 0.3, 85, 2.66
07-Jun-2023 07:20:00, 0.3, 82, 2.91
07-Jun-2023 07:30:00, 0.3, 82, 2.48
07-Jun-2023 07:40:00, 0.3, 77, 2.28
07-Jun-2023 07:50:00, 0.3, 78, 2.34
07-Jun-2023 08:00:00, 0.3, 81, 3.67
07-Jun-2023 08:10:00, 0.3, 83, 2.65
07-Jun-2023 08:20:00, 0.3, 76, 2.48
07-Jun-2023 08:30:00, 0.3, 73, 2.57
07-Jun-2023 08:40:00, 0.3, 66, 2.76
07-Jun-2023 08:50:00, 0.3, 68, 2.59
07-Jun-2023 09:00:00, 0.3, 75, 3.49
07-Jun-2023 09:10:00, 0.3, 80, 2.63
07-Jun-2023 09:20:00, 0.3, 88, 2.66
07-Jun-2023 09:30:00, 0.3, 83, 2.71
07-Jun-2023 09:40:00, 0.3, 80, 2.72
07-Jun-2023 09:50:00, 0.3, 78, 2.69
07-Jun-2023 10:00:00, 0.2, 84, 2.94
07-Jun-2023 10:10:00, 0.2, 85, 2.42
07-Jun-2023 10:20:00, 0.2, 81, 2.48
07-Jun-2023 10:30:00, 0.3, 79, 2.34
07-Jun-2023 10:40:00, 0.3, 82, 2.58
07-Jun-2023 10:50:00, 0.3, 80, 2.24
07-Jun-2023 11:00:00, 0.3, 78, 2.53
07-Jun-2023 11:10:00, 0.3, 76, 2.24
07-Jun-2023 11:20:00, 0.3, 69, 2.27
07-Jun-2023 11:30:00, 0.3, 69, 2.36
07-Jun-2023 11:40:00, 0.3, 69, 2.48
07-Jun-2023 11:50:00, 0.3, 70, 2.45
07-Jun-2023 12:00:00, 0.3, 69, 2.57
07-Jun-2023 12:10:00, 0.3, 75, 2.61
07-Jun-2023 12:20:00, 0.3, 78, 2.62
07-Jun-2023 12:30:00, 0.3, 83, 2.41
07-Jun-2023 12:40:00, 0.3, 86, 2.40
07-Jun-2023 12:50:00, 0.3, 71, 2.42
07-Jun-2023 13:00:00, 0.3, 62, 2.48
07-Jun-2023 13:10:00, 0.3, 72, 2.63
07-Jun-2023 13:20:00, 0.3, 74, 2.54
07-Jun-2023 13:30:00, 0.3, 74, 2.81
07-Jun-2023 13:40:00, 0.3, 77, 2.69
07-Jun-2023 13:50:00, 0.3, 80, 3.02
07-Jun-2023 14:00:00, 0.3, 78, 2.66
07-Jun-2023 14:10:00, 0.3, 84, 2.66
07-Jun-2023 14:20:00, 0.3, 81, 2.62
07-Jun-2023 14:30:00, 0.3, 80, 2.81
07-Jun-2023 14:40:00, 0.3, 79, 2.85
07-Jun-2023 14:50:00, 0.3, 82, 2.40
07-Jun-2023 15:00:00, 0.3, 86, 2.93
07-Jun-2023 15:10:00, 0.3, 83, 2.84
07-Jun-2023 15:20:00, 0.3, 77, 2.85
07-Jun-2023 15:30:00, 0.4, 83, 2.66
07-Jun-2023 15:40:00, 0.4, 75, 3.00
07-Jun-2023 15:50:00, 0.4, 78, 2.98
07-Jun-2023 16:00:00, 0.5, 78, 3.02
07-Jun-2023 16:10:00, 0.5, 77, 3.02
07-Jun-2023 16:20:00, 0.5, 77, 3.00
07-Jun-2023 16:30:00, 0.5, 75, 3.14
07-Jun-2023 16:40:00, 0.5, 78, 2.78
07-Jun-2023 16:50:00, 0.6, 87, 2.87
07-Jun-2023 17:00:00, 0.6, 87, 3.36
07-Jun-2023 17:10:00, 0.6, 78, 3.45
07-Jun-2023 17:20:00, 0.7, 74, 3.56
07-Jun-2023 17:30:00, 0.7, 77, 3.81
07-Jun-2023 17:40:00, 0.6, 75, 3.54
07-Jun-2023 17:50:00, 0.7, 74, 3.78
07-Jun-2023 18:00:00, 0.7, 56, 3.81
07-Jun-2023 18:10:00, 0.6, 49, 3.71
07-Jun-2023 18:20:00, 0.6, 61, 3.45
07-Jun-2023 18:30:00, 0.7, 66, 3.88
07-Jun-2023 18:40:00, 0.9, 71, 4.07
07-Jun-2023 18:50:00, 0.8, 78, 4.12
07-Jun-2023 19:00:00, 0.8, 80, 3.91
07-Jun-2023 19:10:00, 0.7, 72, 3.99
07-Jun-2023 19:20:00, 0.8, 75, 4.21
07-Jun-2023 19:30:00, 0.8, 68, 4.10
07-Jun-2023 19:40:00, 0.8, 72, 4.07
07-Jun-2023 19:50:00, 0.9, 73, 4.24
07-Jun-2023 20:00:00, 1.0, 70, 4.50
07-Jun-2023 20:10:00, 1.0, 71, 4.12
07-Jun-2023 20:20:00, 0.9, 65, 4.37
07-Jun-2023 20:30:00, 0.9, 69, 3.88
07-Jun-2023 20:40:00, 0.9, 74, 3.86
07-Jun-2023 20:50:00, 1.0, 73, 4.43
07-Jun-2023 21:00:00, 1.0, 71, 4.30
07-Jun-2023 21:10:00, 1.0, 66, 4.75
07-Jun-2023 21:20:00, 0.9, 70, 4.37
07-Jun-2023 21:30:00, 0.9, 68, 4.18
07-Jun-2023 21:40:00, 0.9, 68, 4.47
07-Jun-2023 21:50:00, 0.8, 73, 4.04
07-Jun-2023 22:00:00, 0.8, 74, 4.24
07-Jun-2023 22:10:00, 0.8, 74, 4.10
07-Jun-2023 22:20:00, 0.8, 72, 4.10
07-Jun-2023 22:30:00, 0.7, 76, 4.10
07-Jun-2023 22:40:00, 0.7, 76, 4.01
07-Jun-2023 22:50:00, 0.7, 76, 4.27
07-Jun-2023 23:00:00, 0.7, 77, 2.96
07-Jun-2023 23:10:00, 0.7, 85, 4.33
07-Jun-2023 23:20:00, 0.7, 89, 3.93
07-Jun-2023 23:30:00, 0.7, 87, 4.21
07-Jun-2023 23:40:00, 0.6, 84, 4.27
07-Jun-2023 23:50:00, 0.6, 80, 3.96
08-Jun-2023 00:00:00, 0.6, 83, 3.86
08-Jun-2023 00:10:00, 0.5, 82, 4.01
08-Jun-2023 00:20:00, 0.6, 77, 3.83
08-Jun-2023 00:30:00, 0.5, 83, 3.88
08-Jun-2023 00:40:00, 0.5, 81, 3.83
08-Jun-2023 00:50:00, 0.5, 83, 4.07
08-Jun-2023 01:00:00, 0.5, 84, 3.86
08-Jun-2023 01:10:00, 0.5, 86, 3.56
08-Jun-2023 01:20:00, 0.5, 86, 3.99
08-Jun-2023 01:30:00, 0.5, 87, 3.78
08-Jun-2023 01:40:00, 0.5, 85, 3.51
08-Jun-2023 01:50:00, 0.5, 79, 3.62
08-Jun-2023 02:00:00, 0.4, 63, 3.56
08-Jun-2023 02:10:00, 0.4, 67, 3.60
08-Jun-2023 02:20:00, 0.5, 79, 3.81
08-Jun-2023 02:30:00, 0.5, 83, 3.76
08-Jun-2023 02:40:00, 0.4, 82, 3.73
08-Jun-2023 02:50:00, 0.5, 75, 3.56
08-Jun-2023 03:00:00, 0.5, 76, 3.54
08-Jun-2023 03:10:00, 0.5, 69, 3.56
08-Jun-2023 03:20:00, 0.4, 64, 3.21
08-Jun-2023 03:30:00, 0.4, 69, 3.62
08-Jun-2023 03:40:00, 0.4, 67, 3.69
08-Jun-2023 03:50:00, 0.4, 55, 2.91
08-Jun-2023 04:00:00, 0.4, 66, 3.13
08-Jun-2023 04:10:00, 0.4, 71, 3.14
08-Jun-2023 04:20:00, 0.4, 66, 4.10
08-Jun-2023 04:30:00, 0.3, 70, 4.01
08-Jun-2023 04:40:00, 0.3, 67, 3.30
08-Jun-2023 04:50:00, 0.3, 58, 3.23
08-Jun-2023 05:00:00, 0.3, 55, 3.64
08-Jun-2023 05:10:00, 0.3, 72, 3.19
08-Jun-2023 05:20:00, 0.3, 70, 3.69
08-Jun-2023 05:30:00, 0.3, 71, 3.56
08-Jun-2023 05:40:00, 0.3, 70, 3.54
08-Jun-2023 05:50:00, 0.2, 78, 3.76
08-Jun-2023 06:00:00, 0.3, 84, 3.05
08-Jun-2023 06:10:00, 0.3, 98, 4.18
08-Jun-2023 06:20:00, 0.2, 124, 3.69
08-Jun-2023 06:30:00, 0.2, 60, 3.60
08-Jun-2023 06:40:00, 0.2, 49, 3.64
08-Jun-2023 06:50:00, 0.2, 48, 3.34
08-Jun-2023 07:00:00, 0.2, 66, 3.41
08-Jun-2023 07:10:00, 0.2, 86, 3.43
08-Jun-2023 07:20:00, 0.2, 105, 3.69
08-Jun-2023 07:30:00, 0.2, 119, 3.47
08-Jun-2023 07:40:00, 0.2, 125, 3.00
08-Jun-2023 07:50:00, 0.2, 132, 3.34
08-Jun-2023 08:00:00, 0.2, 143, 2.34
08-Jun-2023 08:10:00, 0.2, 147, 3.45
08-Jun-2023 08:20:00, 0.2, 151, 3.49
08-Jun-2023 08:30:00, 0.2, 152, 3.47
08-Jun-2023 08:40:00, 0.2, 151, 3.45
08-Jun-2023 08:50:00, 0.2, 146, 3.47
08-Jun-2023 09:00:00, 0.2, 128, 3.49
08-Jun-2023 09:10:00, 0.1, 123, 3.21
08-Jun-2023 09:20:00, 0.1, 117, 3.41
08-Jun-2023 09:30:00, 0.1, 110, 3.35
08-Jun-2023 09:40:00, 0.1, 103, 3.26
08-Jun-2023 09:50:00, 0.1, 103, 3.43
08-Jun-2023 10:00:00, 0.1, 112, 3.64
08-Jun-2023 10:10:00, 0.2, 118, 2.97
08-Jun-2023 10:20:00, 0.1, 110, 3.41
08-Jun-2023 10:30:00, 0.1, 115, 3.35
08-Jun-2023 10:40:00, 0.1, 110, 4.21
08-Jun-2023 10:50:00, 0.1, 112, 3.41
08-Jun-2023 11:00:00, 0.1, 109, 3.41
08-Jun-2023 11:10:00, 0.1, 102, 3.45
08-Jun-2023 11:20:00, 0.1, 104, 3.28
08-Jun-2023 11:30:00, 0.1, 106, 3.38
08-Jun-2023 11:40:00, 0.1, 105, 3.32
08-Jun-2023 11:50:00, 0.1, 94, 3.30
08-Jun-2023 12:00:00, 0.1, 92, 3.14
08-Jun-2023 12:10:00, 0.1, 96, 3.26
08-Jun-2023 12:20:00, 0.1, 95, 3.35
08-Jun-2023 12:30:00, 0.1, 96, 3.35
08-Jun-2023 12:40:00, 0.1, 100, 3.34
08-Jun-2023 12:50:00, 0.1, 103, 3.19
08-Jun-2023 13:00:00, 0.1, 99, 3.35
08-Jun-2023 13:10:00, 0.1, 92, 3.25
08-Jun-2023 13:20:00, 0.2, 139, 3.47
08-Jun-2023 13:30:00, 0.1, 226, 3.58
08-Jun-2023 13:40:00, 0.1, 133, 3.58
08-Jun-2023 13:50:00, 0.1, 314, 3.56
08-Jun-2023 14:00:00, 0.1, 286, 3.53
08-Jun-2023 14:10:00, 0.1, 235, 3.47
08-Jun-2023 14:20:00, 0.1, 59, 3.13
08-Jun-2023 14:30:00, 0.1, 76, 2.98
08-Jun-2023 14:40:00, 0.1, 74, 3.13
08-Jun-2023 14:50:00, 0.1, 74, 3.18
08-Jun-2023 15:00:00, 0.1, 74, 3.13
08-Jun-2023 15:10:00, 0.1, 73, 3.05
08-Jun-2023 15:20:00, 0.1, 70, 2.96
08-Jun-2023 15:30:00, 0.1, 70, 2.93
08-Jun-2023 15:40:00, 0.1, 69, 3.09
08-Jun-2023 15:50:00, 0.1, 76, 2.97
08-Jun-2023 16:00:00, 0.1, 75, 3.02
08-Jun-2023 16:10:00, 0.1, 64, 2.91
08-Jun-2023 16:20:00, 0.1, 60, 3.08
08-Jun-2023 16:30:00, 0.1, 60, 3.06
08-Jun-2023 16:40:00, 0.1, 59, 2.96
08-Jun-2023 16:50:00, 0.1, 64, 3.02
08-Jun-2023 17:00:00, 0.1, 71, 2.78
08-Jun-2023 17:10:00, 0.1, 76, 2.96
08-Jun-2023 17:20:00, 0.0, 80, 3.00
08-Jun-2023 17:30:00, 0.1, 82, 2.97
08-Jun-2023 17:40:00, 0.1, 85, 2.88
08-Jun-2023 17:50:00, 0.1, 83, 2.88
08-Jun-2023 18:00:00, 0.1, 84, 1.49
08-Jun-2023 18:10:00, 0.1, 89, 1.59
08-Jun-2023 18:20:00, 0.1, 86, 1.57
08-Jun-2023 18:30:00, 0.1, 78, 1.47
08-Jun-2023 18:40:00, 0.1, 77, 1.63
08-Jun-2023 18:50:00, 0.1, 74, 1.60
08-Jun-2023 19:00:00, 0.1, 73, 1.71
08-Jun-2023 19:10:00, 0.1, 66, 1.60
08-Jun-2023 19:20:00, 0.1, 49, 1.65
08-Jun-2023 19:30:00, 0.1, 54, 1.56
08-Jun-2023 19:40:00, 0.1, 57, 2.69
08-Jun-2023 19:50:00, 0.1, 53, 1.48
08-Jun-2023 20:00:00, 0.1, 56, 1.54
08-Jun-2023 20:10:00, 0.1, 62, 1.57
08-Jun-2023 20:20:00, 0.1, 60, 1.58
08-Jun-2023 20:30:00, 0.1, 50, 2.50
08-Jun-2023 20:40:00, 0.1, 29, 2.28
08-Jun-2023 20:50:00, 0.1, 51, 1.73
08-Jun-2023 21:00:00, 0.2, 90, 1.74
08-Jun-2023 21:10:00, 0.2, 103, 1.95
08-Jun-2023 21:20:00, 0.2, 116, 2.11
08-Jun-2023 21:30:00, 0.2, 106, 2.11
08-Jun-2023 21:40:00, 0.2, 90, 1.95
08-Jun-2023 21:50:00, 0.2, 84, 2.01
08-Jun-2023 22:00:00, 0.2, 81, 1.94
08-Jun-2023 22:10:00, 0.2, 80, 1.94
08-Jun-2023 22:20:00, 0.2, 81, 2.04
08-Jun-2023 22:30:00, 0.2, 80, 2.13
08-Jun-2023 22:40:00, 0.2, 82, 1.90
08-Jun-2023 22:50:00, 0.1, 81, 1.97
08-Jun-2023 23:00:00, 0.1, 70, 1.87
08-Jun-2023 23:10:00, 0.1, 68, 1.90
08-Jun-2023 23:20:00, 0.1, 64, 1.84
08-Jun-2023 23:30:00, 0.1, 58, 1.87
08-Jun-2023 23:40:00, 0.1, 60, 1.80
08-Jun-2023 23:50:00, 0.1, 59, 1.65
09-Jun-2023 00:00:00, 0.1, 59, 1.73
09-Jun-2023 00:10:00, 0.1, 75, 1.65
09-Jun-2023 00:20:00, 0.1, 77, 1.78
09-Jun-2023 00:30:00, 0.1, 75, 1.65
09-Jun-2023 00:40:00, 0.2, 67, 1.88
09-Jun-2023 00:50:00, 0.2, 69, 1.90
09-Jun-2023 01:00:00, 0.2, 74, 1.99
09-Jun-2023 01:10:00, 0.2, 72, 1.87
09-Jun-2023 01:20:00, 0.2, 70, 2.17
09-Jun-2023 01:30:00, 0.2, 68, 2.11
09-Jun-2023 01:40:00, 0.2, 63, 2.23
09-Jun-2023 01:50:00, 0.3, 56, 2.30
09-Jun-2023 02:00:00, 0.2, 57, 2.44
09-Jun-2023 02:10:00, 0.2, 64, 2.40
09-Jun-2023 02:20:00, 0.2, 73, 2.48
09-Jun-2023 02:30:00, 0.2, 75, 2.40
09-Jun-2023 02:40:00, 0.2, 74, 2.48
09-Jun-2023 02:50:00, 0.2, 77, 2.57
09-Jun-2023 03:00:00, 0.2, 86, 2.36
09-Jun-2023 03:10:00, 0.2, 96, 2.37
09-Jun-2023 03:20:00, 0.2, 86, 2.48
09-Jun-2023 03:30:00, 0.2, 79, 2.21
09-Jun-2023 03:40:00, 0.2, 76, 2.07
09-Jun-2023 03:50:00, 0.2, 73, 2.35
09-Jun-2023 04:00:00, 0.2, 70, 2.38
09-Jun-2023 04:10:00, 0.2, 67, 2.43
09-Jun-2023 04:20:00, 0.2, 58, 2.40
09-Jun-2023 04:30:00, 0.2, 45, 2.51
09-Jun-2023 04:40:00, 0.2, 39, 2.52
09-Jun-2023 04:50:00, 0.2, 35, 2.66
09-Jun-2023 05:00:00, 0.2, 24, 2.39
09-Jun-2023 05:10:00, 0.2, 20, 2.50
09-Jun-2023 05:20:00, 0.1, 30, 2.57
09-Jun-2023 05:30:00, 0.1, 40, 2.34
09-Jun-2023 05:40:00, 0.1, 40, 2.30
09-Jun-2023 05:50:00, 0.2, 63, 2.65
09-Jun-2023 06:00:00, 0.1, 85, 2.48
09-Jun-2023 06:10:00, 0.1, 85, 2.36
09-Jun-2023 06:20:00, 0.1, 88, 2.30
09-Jun-2023 06:30:00, 0.1, 81, 2.38
09-Jun-2023 06:40:00, 0.1, 67, 2.34
09-Jun-2023 06:50:00, 0.1, 57, 2.48
09-Jun-2023 07:00:00, 0.1, 53, 2.38
09-Jun-2023 07:10:00, 0.1, 42, 2.48
09-Jun-2023 07:20:00, 0.1, 47, 2.38
09-Jun-2023 07:30:00, 0.1, 56, 2.18
09-Jun-2023 07:40:00, 0.1, 52, 2.20
09-Jun-2023 07:50:00, 0.1, 59, 2.37
09-Jun-2023 08:00:00, 0.1, 65, 2.33
09-Jun-2023 08:10:00, 0.1, 67, 2.22
09-Jun-2023 08:20:00, 0.1, 72, 2.31
09-Jun-2023 08:30:00, 0.1, 71, 2.25
09-Jun-2023 08:40:00, 0.1, 63, 2.18
09-Jun-2023 08:50:00, 0.1, 57, 2.22
09-Jun-2023 09:00:00, 0.1, 50, 2.28
09-Jun-2023 09:10:00, 0.1, 50, 2.22
09-Jun-2023 09:20:00, 0.1, 58, 2.03
09-Jun-2023 09:30:00, 0.1, 60, 2.38
09-Jun-2023 09:40:00, 0.1, 58, 2.22
09-Jun-2023 09:50:00, 0.1, 49, 2.12
09-Jun-2023 10:00:00, 0.1, 42, 2.27
09-Jun-2023 10:10:00, 0.1, 50, 2.14
09-Jun-2023 10:20:00, 0.1, 58, 2.26
09-Jun-2023 10:30:00, 0.1, 54, 2.14
09-Jun-2023 10:40:00, 0.1, 41, 2.06
09-Jun-2023 10:50:00, 0.1, 32, 2.09
09-Jun-2023 11:00:00, 0.0, 29, 2.05
09-Jun-2023 11:10:00, 0.1, 48, 1.98
09-Jun-2023 11:20:00, 0.1, 76, 2.22
09-Jun-2023 11:30:00, 0.1, 68, 2.20
09-Jun-2023 11:40:00, 0.1, 46, 2.19
09-Jun-2023 11:50:00, 0.1, 27, 2.25
09-Jun-2023 12:00:00, 0.1, 13, 2.29
09-Jun-2023 12:10:00, 0.1, 9, 2.28
09-Jun-2023 12:20:00, 0.1, 198, 2.15
09-Jun-2023 12:30:00, 0.1, 172, 2.30
09-Jun-2023 12:40:00, 0.1, 13, 2.26
09-Jun-2023 12:50:00, 0.1, 187, 1.68
09-Jun-2023 13:00:00, 0.1, 211, 2.25
09-Jun-2023 13:10:00, 0.1, 103, 2.18
09-Jun-2023 13:20:00, 0.1, 155, 1.60
09-Jun-2023 13:30:00, 0.1, 172, 1.65
09-Jun-2023 13:40:00, 0.1, 90, 1.61
09-Jun-2023 13:50:00, 0.1, 40, 2.22
09-Jun-2023 14:00:00, 0.0, 33, 1.53
09-Jun-2023 14:10:00, 0.0, 50, 2.38
09-Jun-2023 14:20:00, 0.0, 34, 2.15
09-Jun-2023 14:30:00, 0.0, 58, 1.74
